Gene	Category	DAN	Size	rho	p	FDR	depleted	enriched
DMRT2	Other	0.564713345584128	4	9.26315288473215e-06	6.34817383298954e-05	0.00467215396238419	NA	6
EIF4E	Other	-0.975390148675741	4	9.35942235851483e-06	6.45622785567873e-05	0.00473267326732673	244	NA
ATP6AP2	Other	-1.23813200209749	4	9.37754101718809e-06	6.51025486702332e-05	0.00475326417103862	245	NA
TBC1D3	Other	-1.0652417792823	4	9.46852922704134e-06	6.56428187836791e-05	0.00477369165487977	246	NA
GEMIN6	Other	-1.00172082650898	4	9.47766432452214e-06	6.6183088897125e-05	0.00479395765663523	247	NA
RPLP0	Essential	-1.07828593346612	4	9.77455574762502e-06	6.94247095778005e-05	0.00500896546347548	248	NA
CDC16	Other	-1.03663081817111	4	9.89563196303618e-06	6.99649796912464e-05	0.00502695057150503	249	NA
ALG11	Other	-1.0955179319249	4	9.93344209585226e-06	7.05052498046924e-05	0.00502695057150503	250	NA
SENP6	Other	-1.03620321117589	4	1.01915022120994e-05	7.10455199181383e-05	0.00502695057150503	251	NA
DONSON	Other	-1.24892858117143	4	1.02147807167347e-05	7.10455199181383e-05	0.00502695057150503	252	NA
CDC6	Other	-0.983404409870051	4	1.03663137513237e-05	7.10455199181383e-05	0.00502695057150503	253	NA
ARGFX	Nonessential	-1.08759214160346	4	1.06070589591758e-05	7.2666330258476e-05	0.005063434100064	254	NA
PRPF38A	Essential	-1.08497195786711	4	1.06373612090715e-05	7.2666330258476e-05	0.005063434100064	255	NA
CHMP6	Other	-1.19623963452228	4	1.07930190360187e-05	7.2666330258476e-05	0.005063434100064	256	NA
RPL37	Essential	-1.33864666867742	4	1.08529376082157e-05	7.2666330258476e-05	0.005063434100064	257	NA
TRIAP1	Other	-1.2411915005073	4	1.09042602907708e-05	7.32066003719219e-05	0.00508175817581758	258	NA
U2AF1	Essential	-0.931562103274305	4	1.09449240771483e-05	7.37468704853679e-05	0.00509882448919049	259	NA
PCBP2	Other	-0.994892681903062	4	1.10573360077937e-05	7.42871405988138e-05	0.00509882448919049	260	NA
TGIF1	Other	0.480193761796808	4	1.10881435192252e-05	7.42871405988138e-05	0.00509882448919049	NA	7
ACTB	Other	-1.05571731776888	4	1.11499516251953e-05	7.48274107122597e-05	0.00511674301758534	261	NA
SNAPC5	Other	-1.36659029400842	4	1.120165546446e-05	7.59079509391515e-05	0.00517133497736391	262	NA
SPATA5L1	Other	-1.18973280894855	4	1.12535389138969e-05	7.64482210525975e-05	0.00518885221855519	263	NA
PPP2CA	Other	-1.1574657975537	4	1.13787944892594e-05	7.80690313929352e-05	0.00525764255257643	264	NA
RPL3	Essential	-0.929486525317798	4	1.13892794408694e-05	7.80690313929352e-05	0.00525764255257643	265	NA
TIMM10	Essential	-1.07955026881643	4	1.14839704004181e-05	7.86093015063811e-05	0.00525764255257643	266	NA
BYSL	Other	-0.95653328311671	4	1.15050927682636e-05	7.86093015063811e-05	0.00525764255257643	267	NA
MMS19	Other	-0.864442544581358	4	1.17393669083782e-05	8.29314624139485e-05	0.00550652891376094	268	NA
OSGEP	Other	-1.13475399205458	4	1.17931061976128e-05	8.29314624139485e-05	0.00550652891376094	269	NA
WEE1	Other	-1.09069550516125	4	1.19336918817299e-05	8.50925428677321e-05	0.00562962433427458	270	NA
TKT	Other	-0.939824177043982	4	1.21524272511294e-05	8.83341635484077e-05	0.00580219312253806	271	NA
PSMD13	Other	-0.966530200936254	4	1.22075777287415e-05	8.83341635484077e-05	0.00580219312253806	272	NA
SAE1	Other	-1.07864752426237	4	1.23853213593078e-05	9.15757842290832e-05	0.00599363507779349	273	NA
VCP	Essential	-0.954329916896814	4	1.27238142415456e-05	9.31965945694209e-05	0.00607800993622494	274	NA
UBE2L3	Other	-1.12950233393298	4	1.29532989674027e-05	9.42771347963128e-05	0.0060835308883001	275	NA
SNRPE	Other	-1.32021109543407	4	1.30575736568979e-05	9.42771347963128e-05	0.0060835308883001	276	NA
PDCD2	Other	-1.21808667602679	4	1.30691984713637e-05	9.42771347963128e-05	0.0060835308883001	277	NA
CDK1	Other	-1.13651299291903	4	1.333871802229e-05	9.48174049097587e-05	0.00608893641977438	278	NA
SRSF3	Essential	-0.968734586019749	4	1.34571915311299e-05	9.53576750232046e-05	0.00608893641977438	279	NA
DHX33	Other	-1.22792307102154	4	1.36003994922798e-05	9.53576750232046e-05	0.00608893641977438	280	NA
SCAP	Other	-1.22674618925645	4	1.37326747302849e-05	9.75187554769883e-05	0.00615875146836718	281	NA
NAA15	Other	-1.03701905400645	4	1.37810132152417e-05	9.80590255904342e-05	0.00615875146836718	282	NA
SF3B3	Essential	-1.0132122744084	4	1.38416156446195e-05	9.9139565817326e-05	0.00615875146836718	283	NA
NAE1	Other	-0.857892953516444	4	1.38537600752512e-05	9.9139565817326e-05	0.00615875146836718	284	NA
PSMD6	Other	-1.25195461364969	4	1.38659124956396e-05	9.9139565817326e-05	0.00615875146836718	285	NA
SNRPC	Other	-0.955586924367136	4	1.38902413197013e-05	9.9139565817326e-05	0.00615875146836718	286	NA
IKBKAP	Other	-0.948400240541563	4	1.41106441533342e-05	9.9139565817326e-05	0.00615875146836718	287	NA
PAM16	Other	-0.906171297605695	4	1.42963080289398e-05	9.9139565817326e-05	0.00615875146836718	288	NA
SKIV2L2	Other	-1.07779227007034	4	1.44085821604551e-05	0.000100220106044218	0.00619642501162868	289	NA
NSF	Other	-1.08741698019462	4	1.44712416991297e-05	0.000100760376157664	0.00619642501162868	290	NA
DCTN6	Other	-1.00302284915209	4	1.4521516294557e-05	0.000100760376157664	0.00619642501162868	291	NA
TRMT112	Other	-1.31942907136572	4	1.45934947080033e-05	0.00010130064627111	0.00620881486141925	292	NA
WDR3	Other	-1.06421493668632	4	1.47493749015282e-05	0.000102381186498002	0.00625412541254125	293	NA
CDC42	Other	-0.930950304357777	4	1.4825920312863e-05	0.000103461726724893	0.00627595017566273	294	NA
DTL	Other	-1.02423301081653	4	1.48387067893199e-05	0.000103461726724893	0.00627595017566273	295	NA
RPS9	Essential	-0.994213706922175	4	1.49284438533704e-05	0.000104542266951785	0.00627595017566273	296	NA
RPL32	Essential	-1.13564588061096	4	1.51870789899e-05	0.000105622807178677	0.00627595017566273	297	NA
TRPM7	Other	-0.907137933807786	4	1.52000983453378e-05	0.000105622807178677	0.00627595017566273	298	NA
PAK1IP1	Other	-1.01401766541749	4	1.52392066399203e-05	0.000105622807178677	0.00627595017566273	299	NA
PKM	Other	-1.09868157256218	4	1.53963949647914e-05	0.000105622807178677	0.00627595017566273	300	NA
NCAPG2	Other	-0.991157869352088	4	1.54358813175933e-05	0.000106163077292123	0.00627595017566273	301	NA
GINS1	Other	-1.20200986137845	4	1.54395709273787e-05	0.000106163077292123	0.00627595017566273	302	NA
MCM7	Other	-1.04278746044066	4	1.54754435732259e-05	0.000106163077292123	0.00627595017566273	303	NA
XRN2	Other	-1.10620736215076	4	1.575451281518e-05	0.000111025508313136	0.00654229410079272	304	NA
NFS1	Other	-0.981169700788612	4	1.57946857981524e-05	0.000111565778426582	0.00655305915206905	305	NA
USP8	Other	-0.950553101313498	4	1.59291508124662e-05	0.000114267128993812	0.00669028564198273	306	NA
PTPN23	Other	-1.0078077722439	4	1.60373394987026e-05	0.000116428209447595	0.00678343150770773	307	NA
RPL27	Essential	-1.10994901880511	4	1.60780519965265e-05	0.000116968479561041	0.00678343150770773	308	NA
BRIX1	Essential	-0.886131400498421	4	1.61324558459973e-05	0.000116968479561041	0.00678343150770773	309	NA
CBWD3	Other	-1.1663953785442	4	1.62279946636078e-05	0.000117508749674487	0.00679326607739638	310	NA
POLR3F	Other	-0.949563622033459	4	1.64203447080961e-05	0.000119129560014825	0.00686530917242668	311	NA
NCBP1	Other	-0.856447833589929	4	1.64756145688675e-05	0.000120210100241717	0.00688428217821782	312	NA
SOX7	Other	-1.0248286005395	4	1.65310238385592e-05	0.000120210100241717	0.00688428217821782	313	NA
HARS	Other	-0.9341884400925	4	1.66980904444085e-05	0.000121290640468609	0.00692452422812375	314	NA
NMD3	Other	-0.954141752446704	4	1.67680739631745e-05	0.000122371180695501	0.00696451632740914	315	NA
ETF1	Essential	-1.22234038891969	4	1.68101695256448e-05	0.000122911450808946	0.00697360757747601	316	NA
ACTR5	Other	-0.88567810146228	4	1.69651983596368e-05	0.000123451720922392	0.00698264270871532	317	NA
CENPN	Other	-0.874869023217296	4	1.72211918032508e-05	0.000125612801376176	0.00706128895098099	318	NA
UBE2N	Other	-1.17815389245547	4	1.72784704294034e-05	0.000125612801376176	0.00706128895098099	319	NA
RACGAP1	Other	-1.10608624508562	4	1.73358918207693e-05	0.000126693341603068	0.0070786042018836	320	NA
RPS6	Essential	-1.27799082408677	4	1.73502695034478e-05	0.000126693341603068	0.0070786042018836	321	NA
RBBP8	Other	-0.867891885895633	4	1.75090149574132e-05	0.00012777388182996	0.00710418473871556	322	NA
PPAP2C	Other	0.543984961507178	4	1.7524800014197e-05	0.000128314151943406	0.00710418473871556	NA	8
CCNA2	Other	-0.98483375850878	4	1.75379943904755e-05	0.000128314151943406	0.00710418473871556	323	NA
RSL24D1	Other	-1.2222445449367	4	1.77272385193321e-05	0.000130475232397189	0.00719668981823555	324	NA
RPS28	Other	-1.12006456863889	4	1.78738498637321e-05	0.000131555772624081	0.00719668981823555	325	NA
RPL10A	Essential	-0.994531084787421	4	1.79032809162476e-05	0.000131555772624081	0.00719668981823555	326	NA
CRNKL1	Other	-1.02134497568408	4	1.7932748299653e-05	0.000131555772624081	0.00719668981823555	327	NA
KRTAP10-10	Nonessential	0.39540838130873	4	1.79579107198518e-05	0.000132096042737527	0.00720473833097595	NA	9
EIF1AD	Other	-0.7803973309478	4	1.80658019213618e-05	0.000132636312850973	0.00721273907806211	328	NA
ACTL6A	Other	-1.05211510112944	4	1.81846921448816e-05	0.000133716853077865	0.0072285989660913	329	NA
C7ORF69	Other	-1.23916535312217	4	1.81995945756877e-05	0.000133716853077865	0.0072285989660913	330	NA
SPCS3	Other	-0.775150684164039	4	1.86509426571785e-05	0.00013695847375854	0.00736784204736263	331	NA
NUP93	Essential	-1.06900938467157	4	1.88338123449567e-05	0.000137498743871986	0.00736784204736263	332	NA
YTHDF2	Other	-0.828296959320188	4	1.88644208706438e-05	0.000137498743871986	0.00736784204736263	333	NA
EIF2B3	Other	-1.01914258234995	4	1.89718445944639e-05	0.000140200094439216	0.0074906907600381	334	NA
FAU	Other	-1.11037773995467	4	1.90026211787845e-05	0.000141280634666108	0.00752647939212526	335	NA
EAF1	Other	-0.983116682326349	4	1.91106341819872e-05	0.000142901445006445	0.00759075907590759	336	NA
ATP6V1C2	Other	0.521384077655717	4	1.92501838726513e-05	0.000143441715119891	0.00759743604418245	NA	10
C2ORF27A	Other	-0.919739685195958	4	1.94374372981964e-05	0.000146143065687121	0.00769602822351201	337	NA
LMO4	Other	0.478500568691368	4	1.94673503012008e-05	0.000146143065687121	0.00769602822351201	NA	11
EXOSC2	Other	-1.01173026238378	4	1.96260535237776e-05	0.000146683335800567	0.00770234616584868	338	NA
CREBBP	Other	-0.991734867807478	4	2.00394286244248e-05	0.000148304146140905	0.00773601036983921	339	NA
TUBGCP5	Other	-0.919821713107143	4	2.01679246995104e-05	0.000149384686367796	0.00773601036983921	340	NA
NCBP2	Other	-1.33470336788444	4	2.02162696831058e-05	0.000150465226594688	0.00773601036983921	341	NA
TPI1	Other	-1.06302676158836	4	2.02324039757455e-05	0.000150465226594688	0.00773601036983921	342	NA
ESPL1	Other	-1.22459362933987	4	2.02545447849214e-05	0.000150465226594688	0.00773601036983921	343	NA
PELO	Other	-1.04604649258533	4	2.02647015312894e-05	0.000150465226594688	0.00773601036983921	344	NA
USP9X	Other	-1.0730839972754	4	2.03294126313015e-05	0.000150465226594688	0.00773601036983921	345	NA
ALG13	Other	-1.17566762345001	4	2.04430298306058e-05	0.00015154576682158	0.00773601036983921	346	NA
NUP85	Other	-0.91221086057058	4	2.04755791800496e-05	0.00015154576682158	0.00773601036983921	347	NA
RTCB	Other	-0.923621169325945	4	2.05244760637949e-05	0.00015154576682158	0.00773601036983921	348	NA
NARFL	Other	-1.0557883171007	4	2.06225325083545e-05	0.000152086036935026	0.00774202420242024	349	NA
CDK9	Other	-0.96350689692256	4	2.0819699030619e-05	0.000153706847275364	0.00775843713403599	350	NA
TOP2A	Other	-1.10688792653773	4	2.08526970612447e-05	0.000153706847275364	0.00775843713403599	351	NA
ATP6V0C	Other	-1.16625720251689	4	2.09684991466973e-05	0.000154787387502256	0.00775843713403599	352	NA
AP2M1	Other	-1.02062036922902	4	2.1051509730718e-05	0.000154787387502256	0.00775843713403599	353	NA
POLR1A	Other	-1.14692650682097	4	2.11848390146262e-05	0.000155327657615702	0.00775843713403599	354	NA
RRN3	Other	-1.05641866011017	4	2.12350004110268e-05	0.000155327657615702	0.00775843713403599	355	NA
TBC1D3B	Other	-0.671178281389176	6	1.30101144656185e-05	0.000156408197842593	0.00775843713403599	356	NA
SPATA5	Other	-1.00625750151699	4	2.13860191792663e-05	0.000156408197842593	0.00775843713403599	357	NA
WDR75	Other	-1.13882483472276	4	2.14871448941367e-05	0.000157488738069485	0.00775843713403599	358	NA
CSNK1A1	Other	-0.852831268306161	4	2.15547609926232e-05	0.000157488738069485	0.00775843713403599	359	NA
GTF2E2	Other	-0.944304846919282	4	2.15716899224911e-05	0.000157488738069485	0.00775843713403599	360	NA
TOMM22	Other	-1.0455121041614	4	2.1588628822282e-05	0.000157488738069485	0.00775843713403599	361	NA
NOP2	Other	-0.921234643887643	4	2.17756158547448e-05	0.000159109548409823	0.00779636787208133	362	NA
POLR3B	Other	-1.14785002882401	4	2.17930840942136e-05	0.000159109548409823	0.00779636787208133	363	NA
POLR2H	Other	-1.09127494512162	4	2.1912367413386e-05	0.000159649818523269	0.0078019801980198	364	NA
CDK7	Other	-1.39670585119446	4	2.20402684525069e-05	0.000160190088636715	0.00780756267116073	365	NA
SLC7A6OS	Other	-0.892182548925876	4	2.22397334639689e-05	0.000161270628863607	0.00783937810226646	366	NA
COPS3	Other	-0.993887852948455	4	2.24483721624103e-05	0.000162351169090498	0.00785565398645128	367	NA
LONP1	Other	-1.10402143298137	4	2.24658247346962e-05	0.000162891439203944	0.00785565398645128	368	NA
TBCA	Other	-0.823260626292441	4	2.24832874814313e-05	0.000162891439203944	0.00785565398645128	369	NA
XAB2	Essential	-0.862491130868551	4	2.26233562100671e-05	0.000165592789771174	0.00794922834319985	370	NA
VARS	Other	-0.850751476283491	4	2.27817147006059e-05	0.00016613305988462	0.00794922834319985	371	NA
SAP30BP	Other	-1.16961432935691	4	2.27993612642257e-05	0.00016613305988462	0.00794922834319985	372	NA
PCNA	Other	-1.23345956983525	4	2.29054560285101e-05	0.000167213600111512	0.00796439747601703	373	NA
HAUS7	Essential	-1.15242931002933	4	2.29231744233724e-05	0.000167753870224958	0.00796439747601703	374	NA
DDX54	Other	-0.979846985608849	4	2.29409030957255e-05	0.000167753870224958	0.00796439747601703	375	NA
METTL14	Other	-1.02709078902281	4	2.30831029412057e-05	0.000169914950678741	0.00801929682764195	376	NA
ASAP1	Other	0.630380508144037	4	2.31901858717786e-05	0.000171535761019079	0.00801929682764195	NA	12
RPL11	Essential	-1.13970317435045	4	2.32012948302534e-05	0.000171535761019079	0.00801929682764195	377	NA
CPSF2	Other	-0.941194762174034	4	2.32080691837468e-05	0.000171535761019079	0.00801929682764195	378	NA
RBBP4	Other	-0.962541940585576	4	2.32259628368743e-05	0.000171535761019079	0.00801929682764195	379	NA
MARK2	Other	-0.850654632128457	4	2.32797058830741e-05	0.000171535761019079	0.00801929682764195	380	NA
RPAP1	Other	-1.04604365523408	4	2.33515082961298e-05	0.000172616301245971	0.00804927821026378	381	NA
NSA2	Other	-0.866560680282495	4	2.33694848220848e-05	0.000173156571359417	0.00805397798663115	382	NA
GTPBP4	Other	-1.16154986426864	4	2.34589463890712e-05	0.000173696841472863	0.00805865396666249	383	NA
MCM2	Other	-0.836303124722822	4	2.36403801958179e-05	0.000174237111586309	0.00806330633063306	384	NA
PKMYT1	Other	-0.983781424289099	4	2.36766767137649e-05	0.000175857921926646	0.00811781430032172	385	NA
CHMP5	Other	-0.833462843360498	4	2.37130150118714e-05	0.000176938462153538	0.0081471715010697	386	NA
SNRPA1	Other	-1.30394387605961	4	2.39799309467939e-05	0.000180180082834214	0.00825905533196711	387	NA
PRMT5	Other	-1.04546637963915	4	2.40324476340188e-05	0.00018072035294766	0.00825905533196711	388	NA
TPX2	Other	-0.927569388617637	4	2.40419450941788e-05	0.00018072035294766	0.00825905533196711	389	NA
KCTD5	Other	-0.89977576871485	4	2.41892294809279e-05	0.000182341163287997	0.00831239840401951	390	NA
RPL23A	Essential	-1.27599972992035	4	2.43742853806865e-05	0.000183421703514889	0.00832026271934124	391	NA
PSMB4	Other	-1.10595244274169	4	2.44300086242139e-05	0.000183421703514889	0.00832026271934124	392	NA
NEDD1	Other	-1.20056968249952	4	2.46151762398584e-05	0.000184502243741781	0.00834861263904168	393	NA
ALG2	Other	-0.908205357006318	4	2.48604005755671e-05	0.000187743864422457	0.00847436960444813	394	NA
WDR92	Other	-0.879251819312577	4	2.5372871473628e-05	0.000190445214989686	0.00855416423995341	395	NA
CRCP	Other	-0.922500480804831	4	2.54878215333019e-05	0.000190445214989686	0.00855416423995341	396	NA
GOLGA8J	Other	-1.10034632748315	4	2.58544080877872e-05	0.00019260629544347	0.0086090316348708	397	NA
GOLGA8K	Other	-1.10034632748315	4	2.58544080877872e-05	0.00019260629544347	0.0086090316348708	398	NA
HYOU1	Other	-1.09864957107202	4	2.59709895458738e-05	0.000193146565556916	0.00861217508612175	399	NA
PGS1	Other	-0.887674658350457	4	2.65994301178314e-05	0.000198549266691375	0.00875219100857454	400	NA
INTS4	Other	-1.26016758790334	4	2.66439288810124e-05	0.000198549266691375	0.00875219100857454	401	NA
ZNF611	Other	0.542762511549321	4	2.67491431905262e-05	0.000199629806918267	0.00875219100857454	NA	13
ZMAT1	Other	-1.04561065637408	4	2.67491431905455e-05	0.000199629806918267	0.00875219100857454	402	NA
EIF3A	Essential	-1.09694764998111	4	2.6778215800392e-05	0.000199629806918267	0.00875219100857454	403	NA
HCFC1	Other	-0.934307852095067	4	2.69579012410395e-05	0.000199629806918267	0.00875219100857454	404	NA
ELP6	Other	-1.05824885620893	4	2.69779219614849e-05	0.000199629806918267	0.00875219100857454	405	NA
TBCC	Other	-0.816569025908819	4	2.71183794213969e-05	0.000200170077031713	0.00875493277251353	406	NA
GTF2A2	Other	-1.12050208585391	4	2.71988866618514e-05	0.000201250617258605	0.00876037722537099	407	NA
EEF2KMT	Other	-1.06411368282977	4	2.72677670675333e-05	0.000201250617258605	0.00876037722537099	408	NA
LSM7	Other	-1.11808284236988	4	2.73199834564366e-05	0.000201790887372051	0.00876308009947914	409	NA
RPP21	Other	-1.21061120383903	4	2.74212059618492e-05	0.000203411697712388	0.00881258338599817	410	NA
RPS14	Essential	-0.972518548879069	4	2.78699304714565e-05	0.000205572778166172	0.00882529841769224	411	NA
POLR2A	Other	-1.15897099616752	4	2.79592854196768e-05	0.000205572778166172	0.00882529841769224	412	NA
TAMM41	Other	-0.963810408219687	4	2.80963467645348e-05	0.000206113048279618	0.00882529841769224	413	NA
SNRPG	Other	-1.3389319860766	4	2.81790210164134e-05	0.000206113048279618	0.00882529841769224	414	NA
FCF1	Other	-1.14060355632875	4	2.81923503383644e-05	0.000206113048279618	0.00882529841769224	415	NA
BIRC5	Other	-1.11721137840965	4	2.82411463377312e-05	0.00020719358850651	0.00885088508850885	416	NA
DDX23	Other	-0.928860553705426	4	2.8448972865494e-05	0.000208274128733402	0.00885817748441511	417	NA
SNRNP27	Essential	-1.1129610292836	4	2.85443584966781e-05	0.000208814398846847	0.00885817748441511	418	NA
DDX49	Essential	-1.00755196960359	4	2.85951324254618e-05	0.000208814398846847	0.00885817748441511	419	NA
COPS4	Essential	-0.830208185845871	4	2.88891403678325e-05	0.000209894939073739	0.00888345185557817	420	NA
PLA2G10	Other	-1.20605374407417	4	2.90778181138986e-05	0.000210975479300631	0.00888813019232958	421	NA
MSTO1	Other	-1.08734160117638	4	2.90793388943369e-05	0.000210975479300631	0.00888813019232958	422	NA
ATP6V1F	Other	-1.17114271278931	4	2.92279191557587e-05	0.000211515749414077	0.00889045326551004	423	NA
PMPCB	Other	-0.887819900796508	4	2.94839519590359e-05	0.000212596289640969	0.00889506758895068	424	NA
NOL9	Other	-0.79478058466017	4	2.95482221302093e-05	0.000212596289640969	0.00889506758895068	425	NA
DEFB135	Other	-0.411233797005453	8	1.48497493700259e-05	0.000213676829867861	0.0088996399639964	426	NA
NEDD8	Essential	-0.916556801489839	4	2.97201229783631e-05	0.000213676829867861	0.0088996399639964	427	NA
PSMD12	Other	-0.72365260927243	4	3.0415237649293e-05	0.000216918450548536	0.00901416672279473	428	NA
NUP133	Essential	-0.88249342910485	4	3.05689050906738e-05	0.000217458720661982	0.00901617311052372	429	NA
RPL18A	Essential	-0.937588152091904	4	3.0701082849952e-05	0.000218539260888874	0.0090241086888958	430	NA
